Location,HotelName,NumAdults,NumChildren,DaysStayed,Bed,Rating,Price
Ocean City,Ocean City Fontainebleau Resort,2,2,1,2 queen beds,7.5,$279
Ocean City,Castle in the Sand,2,2,1,Private apartment • 1 bedroom • 1 bathroom • 1 kitchen • 39m²,8.1,$200
Ocean City,Surf Inn Suites,2,2,1,Private suite,7.5,$129
Ocean City,Eden Roc Motel,2,2,1,2 full beds,6.8,$165
Ocean City,Tidelands Caribbean Boardwalk Hotel and Suites,2,2,1,2 queen beds,6.1,$277
Ocean City,Carousel Resort Hotel and Condominiums,2,2,1,2 queen beds,7.1,$279
Ocean City,Comfort Inn Gold Coast,2,2,1,2 queen beds,7.4,$209
Ocean City,Grand Hotel Ocean City Oceanfront,2,2,1,2 queen beds,8.3,$404
Ocean City,Shoreham Oceanfront Hotel,2,2,1,2 queen beds,6.6,$196
Ocean City,Fenwick Inn,2,2,1,2 queen beds,7.3,$189
Ocean City,Dunes Manor Hotel & Dunes Suites,2,2,1,2 queen beds,8.5,$389
Ocean City,Days Inn by Wyndham Ocean City Oceanfront,2,2,1,2 full beds,7.9,$310
Ocean City,Americana Hotel Boardwalk,2,2,1,2 queen beds,7.6,$258
Ocean City,Paradise Plaza Inn,2,2,1,2 full beds,6.9,$296
Ocean City,"Gateway Hotel & Suites, Ascend Hotel Collection",2,2,1,2 queen beds,8.6,$230
Ocean City,Rideau Oceanfront Motel,2,2,1,2 full beds,7.5,$199
Ocean City,Crystal Beach Hotel,2,2,1,2 queen beds,7.2,$319
Ocean City,Bonita Beach Hotel,2,2,1,"2 beds (1 king, 1 sofa bed)",7.6,$189
Ocean City,Best Western Ocean City Hotel and Suites,2,2,1,"3 beds (1 sofa bed, 2 queens)",7.9,$235
Ocean City,Atlantic Oceanfront Inn,2,2,1,"3 beds (1 sofa bed, 2 queens)",7.3,$269
Ocean City,Commander Beach House Hotel,2,2,1,2 full beds,5.8,$199
Ocean City,Microtel Inn & Suites by Wyndham Ocean City,2,2,1,2 full beds,8.2,$179
Ocean City,Cayman Suites Hotel,2,2,1,,6.8,$189
Ocean City,Americana Hotel Boardwalk,2,2,2,2 queen beds,7.6,$516
Ocean City,Grand Hotel Ocean City Oceanfront,2,2,2,2 queen beds,8.3,$808
Ocean City,Dunes Manor Hotel & Dunes Suites,2,2,2,2 queen beds,8.5,$778
Ocean City,Fenwick Inn,2,2,2,2 queen beds,7.3,$388
Ocean City,Princess Bayside Beach Hotel,2,2,2,2 queen beds,7.1,$407
Ocean City,"Gateway Hotel & Suites, Ascend Hotel Collection",2,2,2,2 queen beds,8.6,$460
Ocean City,Fairfield Inn & Suites by Marriott Ocean City,2,2,2,2 queen beds,8.1,$558
Ocean City,Microtel Inn & Suites by Wyndham Ocean City,2,2,2,2 full beds,8.2,$358
Ocean City,Crystal Beach Hotel,2,2,2,2 queen beds,7.2,$638
Ocean City,Country Inn & Suites by Radisson Ocean City,2,2,2,2 queen beds,8.7,$558
Ocean City,Days Inn by Wyndham Ocean City Oceanfront,2,2,2,2 full beds,7.9,$680
Ocean City,Commander Hotel & Suites,2,2,2,Private suite,7.7,$838
Ocean City,Comfort Inn Gold Coast,2,2,2,2 queen beds,7.4,$387
Ocean City,Harrison Hall Hotel,2,2,2,2 full beds,7.0,$498
Ocean City,Cambria Hotel Ocean City - Bayfront,2,2,2,"2 beds (1 king, 1 sofa bed)",9.2,$658
Ocean City,Comfort Suites Ocean City,2,2,2,1 king bed,7.6,$376
Ocean City,Americana Motor Inn on Boardwalk,2,2,2,2 queen beds,7.4,$448
Ocean City,Bonita Beach Hotel,2,2,2,"2 beds (1 king, 1 sofa bed)",7.6,$378
Ocean City,La Quinta by Wyndham Ocean City,2,2,2,2 queen beds,7.3,$438
Ocean City,Quality Inn Oceanfront,2,2,2,"3 beds (1 sofa bed, 2 queens)",7.7,$618
Ocean City,Hampton Inn & Suites Ocean City West,2,2,2,"2 beds (1 king, 1 sofa bed)",8.7,$468
Ocean City,Paradise Plaza Inn,2,2,2,Private studio • 1 bathroom • 42m²,6.9,$750
Ocean City,Home2 Suites by Hilton Ocean City Bayside,2,2,2,Private studio • 1 bathroom • 1 kitchen • 28m²,8.4,$507
Ocean City,Cayman Suites Hotel,2,2,2,,6.8,$378
Ocean City,Howard Johnson Plaza by Wyndham Ocean City Oceanfront,2,2,2,"2 beds (1 king, 1 sofa bed)",8.4,$780
Ocean City,Casablanca Oceanside Inn,2,2,5,"3 beds (1 sofa bed, 2 queens)",8.4,"$1,058"
Ocean City,La Quinta by Wyndham Ocean City,2,2,5,2 queen beds,7.3,"$1,415"
Ocean City,Eden Roc Motel,2,2,5,2 full beds,6.8,$825
Ocean City,Surf Inn Suites,2,2,5,Private suite,7.5,$795
Ocean City,Fenwick Inn,2,2,5,2 queen beds,7.3,$975
Ocean City,Crystal Beach Hotel,2,2,5,"3 beds (1 sofa bed, 2 queens)",7.2,"$1,695"
Ocean City,Microtel Inn & Suites by Wyndham Ocean City,2,2,5,2 full beds,8.2,$895
Ocean City,King Charles Hotel,2,2,5,2 full beds,9.4,$915
Ocean City,Carousel Resort Hotel and Condominiums,2,2,5,"3 beds (1 sofa bed, 2 queens)",7.1,"$1,525"
Ocean City,Best Western Plus Ocean City,2,2,5,2 queen beds,8.5,"$1,310"
Ocean City,Americana Motor Inn on Boardwalk,2,2,5,2 queen beds,7.4,"$1,119"
Ocean City,Tidelands Caribbean Boardwalk Hotel and Suites,2,2,5,Private suite,6.1,"$1,476"
Ocean City,Cambria Hotel Ocean City - Bayfront,2,2,5,"2 beds (1 king, 1 sofa bed)",9.2,"$1,880"
Ocean City,Princess Bayside Beach Hotel,2,2,5,2 queen beds,7.1,"$1,528"
Ocean City,Bonita Beach Hotel,2,2,5,"3 beds (1 sofa bed, 2 queens)",7.6,"$1,005"
Ocean City,Comfort Inn Gold Coast,2,2,5,2 queen beds,7.4,"$1,091"
Ocean City,Cayman Suites Hotel,2,2,5,,6.8,$925
Ocean City,Park Place Hotel,2,2,5,"3 beds (2 fulls, 1 sofa bed)",8.6,"$2,525"
Ocean City,Shoreham Oceanfront Hotel,2,2,5,2 queen beds,6.6,$978
Ocean City,Comfort Suites Ocean City,2,2,5,1 king bed,7.6,"$1,045"
Ocean City,Howard Johnson Plaza by Wyndham Ocean City Oceanfront,2,2,5,2 full beds,8.4,"$1,950"
Ocean City,Plim Plaza Hotel,2,2,5,2 full beds,6.0,"$1,330"
Ocean City,"Holiday Inn Express and Suites West Ocean City, an IHG Hotel",2,2,5,2 queen beds,7.8,"$1,031"
Ocean City,Rideau Oceanfront Motel,2,2,5,2 full beds,7.5,$995
Ocean City,Hampton Inn & Suites Ocean City West,2,2,5,2 queen beds,8.7,"$1,350"
Ocean City,Casablanca Oceanside Inn,2,2,7,"3 beds (1 sofa bed, 2 queens)",8.4,"$1,669"
Ocean City,La Quinta by Wyndham Ocean City,2,2,7,2 queen beds,7.3,"$2,333"
Ocean City,Tidelands Caribbean Boardwalk Hotel and Suites,2,2,7,Private suite,6.1,"$2,294"
Ocean City,Princess Bayside Beach Hotel,2,2,7,2 queen beds,7.1,"$2,386"
Ocean City,Carousel Resort Hotel and Condominiums,2,2,7,"3 beds (1 sofa bed, 2 queens)",7.1,"$2,423"
Ocean City,Surf Inn Suites,2,2,7,Private suite,7.5,"$1,563"
Ocean City,Fenwick Inn,2,2,7,2 queen beds,7.3,"$1,593"
Ocean City,Crystal Beach Hotel,2,2,7,"3 beds (1 sofa bed, 2 queens)",7.2,"$2,593"
Ocean City,Comfort Inn Gold Coast,2,2,7,2 queen beds,7.4,"$1,785"
Ocean City,Bonita Beach Hotel,2,2,7,"3 beds (1 sofa bed, 2 queens)",7.6,"$1,703"
Ocean City,Eden Roc Motel,2,2,7,,6.8,"$2,599"
Ocean City,King Charles Hotel,2,2,7,2 full beds,9.4,"$1,473"
Ocean City,Atlantic Oceanfront Inn,2,2,7,"3 beds (1 sofa bed, 2 queens)",7.3,"$2,513"
Ocean City,Plim Plaza Hotel,2,2,7,2 full beds,6.0,"$1,988"
Ocean City,Rideau Oceanfront Motel,2,2,7,2 full beds,7.5,"$1,573"
Ocean City,Cayman Suites Hotel,2,2,7,,6.8,"$1,583"
Ocean City,Americana Motor Inn on Boardwalk,2,2,7,2 queen beds,7.4,"$2,188"
Ocean City,Hyatt Place Ocean City Oceanfront,2,2,7,1 king bed,8.8,"$4,508"
Ocean City,Majestic Hotel & Apartments,2,2,7,2 queen beds,5.9,"$2,445"
Ocean City,Best Western Plus Ocean City,2,2,7,2 queen beds,8.5,"$2,080"
Ocean City,Hotel Monte Carlo Ocean City,2,2,7,2 full beds,7.1,"$3,003"
Ocean City,Park Place Hotel,2,2,7,"3 beds (2 fulls, 1 sofa bed)",8.6,"$3,653"
Ocean City,Simple Life Motel,2,2,7,Private studio • 1 bathroom • 1 kitchen • 30m²,7.1,"$1,619"
Ocean City,Microtel Inn & Suites by Wyndham Ocean City,2,2,7,2 full beds,8.2,"$1,633"
Ocean City,Monte Carlo Boardwalk / Oceanfront Ocean City,2,2,7,2 queen beds,7.3,"$3,353"
San Diego,Found Hotel San Diego,1,0,1,Bed in dorm,6.6,$39
San Diego,Omni San Diego Hotel,1,0,1,2 full beds,8.7,$369
San Diego,"Motel 6 - San Diego, CA – near Sea World",1,0,1,1 king bed,7.3,$120
San Diego,Howard Johnson by Wyndham San Diego Sea World,1,0,1,Multiple bed types,6.8,$150
San Diego,Ramada Suites by Wyndham San Diego,1,0,1,Private suite,6.0,$112
San Diego,The Westin San Diego Gaslamp Quarter,1,0,1,1 king bed,8.2,$439
San Diego,Days Inn by Wyndham San Diego Hotel Circle,1,0,1,2 queen beds,7.7,$134
San Diego,"Motel 6-San Diego, CA - Downtown",1,0,1,1 queen bed,7.0,$115
San Diego,Comfort Inn Gaslamp Convention Center,1,0,1,1 full bed,7.4,$215
San Diego,Ramada by Wyndham near SeaWorld / Mission Beach,1,0,1,1 king bed,7.4,$140
San Diego,"Holiday Inn Express Hotel & Suites San Diego Airport - Old Town, an IHG Hotel",1,0,1,1 full bed,8.4,$167
San Diego,Hampton Inn San Diego Downtown,1,0,1,"2 beds (1 king, 1 sofa bed)",8.1,$204
San Diego,Horton Grand Hotel,1,0,1,1 queen bed,8.3,$219
San Diego,Best Western Yacht Harbor Hotel,1,0,1,2 queen beds,8.0,$197
San Diego,Super 8 by Wyndham San Diego Hotel Circle,1,0,1,1 queen bed,6.1,$99
San Diego,Hampton Inn San Diego/Del Mar,1,0,1,1 king bed,8.5,$183
San Diego,Comfort Inn & Suites San Diego Zoo SeaWorld Area,1,0,1,1 king bed,6.2,$161
San Diego,Extended Stay America Suites - San Diego - Hotel Circle,1,0,1,Private studio • 1 bathroom • 28m²,6.9,$161
San Diego,Hilton San Diego Mission Valley,1,0,1,1 king bed,7.4,$176
San Diego,Comfort Inn San Diego Airport At The Harbor,1,0,1,1 king bed,7.6,$144
San Diego,Kings Inn,1,0,1,1 king bed,8.2,$137
San Diego,Hilton Garden Inn San Diego Old Town/Sea World Area,1,0,1,1 king bed,8.0,$185
San Diego,Extended Stay America Suites - San Diego - Mission Valley - Stadium,1,0,1,Private studio • 1 bathroom • 1 kitchen • 28m²,6.6,$161
San Diego,Hampton Inn by Hilton San Diego - Kearny Mesa,1,0,1,2 full beds,8.8,$207
San Diego,Rodeway Inn San Diego Mission Valley/SDSU,1,0,1,1 king bed,7.0,$127
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",1,0,1,2 queen beds,8.2,$229
San Diego,SureStay Hotel by Best Western San Diego Pacific Beach,1,0,1,1 queen bed,7.0,$132
San Diego,Found Hotel San Diego,1,0,2,Bed in dorm,6.6,$84
San Diego,Omni San Diego Hotel,1,0,2,2 full beds,8.7,$743
San Diego,Comfort Inn Gaslamp Convention Center,1,0,2,1 full bed,7.4,$376
San Diego,Ramada Suites by Wyndham San Diego,1,0,2,Private suite,6.0,$223
San Diego,Howard Johnson by Wyndham San Diego Sea World,1,0,2,1 king bed,6.8,$300
San Diego,"Motel 6 - San Diego, CA – near Sea World",1,0,2,1 king bed,7.3,$240
San Diego,"Motel 6-San Diego, CA - Downtown",1,0,2,1 queen bed,7.0,$230
San Diego,Best Western Yacht Harbor Hotel,1,0,2,1 king bed,8.0,$394
San Diego,Hampton Inn San Diego Downtown,1,0,2,"2 beds (1 king, 1 sofa bed)",8.1,$440
San Diego,Ramada by Wyndham near SeaWorld / Mission Beach,1,0,2,1 king bed,7.4,$280
San Diego,Hampton Inn San Diego/Del Mar,1,0,2,2 full beds,8.5,$372
San Diego,Kings Inn,1,0,2,1 king bed,8.2,$274
San Diego,Comfort Inn San Diego Old Town,1,0,2,1 king bed,7.0,$308
San Diego,Hampton Inn by Hilton San Diego - Kearny Mesa,1,0,2,2 full beds,8.8,$405
San Diego,Wyndham San Diego Bayside,1,0,2,2 full beds,7.7,$474
San Diego,Super 8 by Wyndham San Diego Hotel Circle,1,0,2,1 queen bed,6.1,$198
San Diego,Hilton San Diego Mission Valley,1,0,2,"2 beds (1 king, 1 sofa bed)",7.4,$370
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",1,0,2,2 queen beds,8.2,$458
San Diego,Extended Stay America Suites - San Diego - Hotel Circle,1,0,2,Private studio • 1 bathroom • 28m²,6.9,$313
San Diego,Hampton Inn San Diego Mission Valley,1,0,2,1 king bed,7.9,$352
San Diego,Comfort Inn & Suites San Diego Zoo SeaWorld Area,1,0,2,1 king bed,6.2,$321
San Diego,Rodeway Inn San Diego Mission Valley/SDSU,1,0,2,1 king bed,7.0,$253
San Diego,DoubleTree by Hilton San Diego-Mission Valley,1,0,2,1 king bed,7.5,$421
San Diego,Best Western Plus Hacienda Hotel Old Town,1,0,2,Private suite,8.2,$378
San Diego,"Staypineapple, Hotel Z, Gaslamp San Diego",1,0,2,1 king bed,9.1,$481
San Diego,The Dana on Mission Bay,1,0,2,2 queen beds,8.0,$391
San Diego,Found Hotel San Diego,1,0,5,Bed in dorm,6.6,$229
San Diego,Omni San Diego Hotel,1,0,5,2 full beds,8.7,"$1,655"
San Diego,Comfort Inn Gaslamp Convention Center,1,0,5,1 full bed,7.4,$939
San Diego,"Holiday Inn Express Hotel & Suites San Diego Airport - Old Town, an IHG Hotel",1,0,5,1 queen bed,8.4,$978
San Diego,Ramada by Wyndham near SeaWorld / Mission Beach,1,0,5,1 king bed,7.4,$700
San Diego,Sheraton San Diego Hotel & Marina,1,0,5,2 full beds,7.9,"$1,335"
San Diego,Hilton Garden Inn San Diego Old Town/Sea World Area,1,0,5,1 king bed,8.0,$997
San Diego,Hampton Inn San Diego Downtown,1,0,5,2 queen beds,8.1,"$1,176"
San Diego,The Dana on Mission Bay,1,0,5,1 king bed,8.0,$977
San Diego,Hard Rock Hotel San Diego,1,0,5,1 king bed,8.3,"$1,415"
San Diego,Hampton Inn San Diego/Del Mar,1,0,5,2 full beds,8.5,$946
San Diego,Hilton San Diego Mission Valley,1,0,5,"2 beds (1 king, 1 sofa bed)",7.4,$970
San Diego,"The Lafayette Hotel, Swim Club & Bungalows",1,0,5,2 queen beds,7.7,"$1,065"
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",1,0,5,"3 beds (1 sofa bed, 2 queens)",8.2,"$1,145"
San Diego,Sonder The Leo,1,0,5,,8.5,$890
San Diego,Homewood Suites by Hilton San Diego Hotel Circle/SeaWorld Area,1,0,5,Private suite,8.1,"$1,301"
San Diego,Comfort Inn San Diego Old Town,1,0,5,1 king bed,7.0,$835
San Diego,Ramada Suites by Wyndham San Diego,1,0,5,Private suite,6.0,$567
San Diego,Hampton Inn & Suites San Diego Airport Liberty Station,1,0,5,2 queen beds,8.9,"$1,170"
San Diego,"The Monsaraz San Diego, Tapestry Collection By Hilton",1,0,5,2 queen beds,8.4,$904
San Diego,Hilton San Diego Airport/Harbor Island,1,0,5,2 queen beds,8.4,"$1,389"
San Diego,Wyndham San Diego Bayside,1,0,5,1 king bed,7.7,"$1,118"
San Diego,Days Inn by Wyndham San Diego Hotel Circle,1,0,5,2 queen beds,7.7,$612
San Diego,Best Western PLUS Island Palms Hotel & Marina,1,0,5,1 king bed,8.5,"$1,065"
San Diego,Hampton Inn San Diego Mission Valley,1,0,5,2 queen beds,7.9,$925
San Diego,"Holiday Inn Express - Downtown San Diego, an IHG Hotel",1,0,5,2 queen beds,7.9,"$1,077"
San Diego,Manchester Grand Hyatt San Diego,1,0,5,2 full beds,8.7,"$1,520"
San Diego,Found Hotel San Diego,1,0,7,Bed in dorm,6.6,$359
San Diego,Omni San Diego Hotel,1,0,7,2 full beds,8.7,"$2,598"
San Diego,Comfort Inn Gaslamp Convention Center,1,0,7,1 full bed,7.4,"$1,444"
San Diego,Ramada Suites by Wyndham San Diego,1,0,7,Private suite,6.0,$936
San Diego,"Motel 6-San Diego, CA - Downtown",1,0,7,1 queen bed,7.0,"$1,015"
San Diego,Residence Inn San Diego La Jolla,1,0,7,Private suite • 2 bedrooms • 2 bathrooms • 77m²,8.4,"$4,383"
San Diego,Days Inn by Wyndham San Diego Hotel Circle,1,0,7,2 queen beds,7.7,"$1,098"
San Diego,Howard Johnson by Wyndham San Diego Sea World,1,0,7,1 king bed,6.8,"$1,230"
San Diego,Wyndham San Diego Bayside,1,0,7,2 full beds,7.7,"$1,609"
San Diego,Hard Rock Hotel San Diego,1,0,7,1 king bed,8.3,"$2,043"
San Diego,Hampton Inn San Diego Downtown,1,0,7,"2 beds (1 king, 1 sofa bed)",8.1,"$1,752"
San Diego,Ramada by Wyndham near SeaWorld / Mission Beach,1,0,7,2 queen beds,7.4,"$1,290"
San Diego,"Motel 6 - San Diego, CA – near Sea World",1,0,7,1 king bed,7.3,$990
San Diego,Hilton San Diego Mission Valley,1,0,7,1 king bed,7.4,"$1,410"
San Diego,"Staypineapple, Hotel Z, Gaslamp San Diego",1,0,7,1 king bed,9.1,"$1,442"
San Diego,Manchester Grand Hyatt San Diego,1,0,7,2 full beds,8.7,"$2,128"
San Diego,Hampton Inn San Diego/Del Mar,1,0,7,1 king bed,8.5,"$1,435"
San Diego,Four Points by Sheraton San Diego Downtown Little Italy,1,0,7,1 king bed,6.9,"$1,043"
San Diego,"Holiday Inn Express Hotel & Suites San Diego Airport - Old Town, an IHG Hotel",1,0,7,1 full bed,8.4,"$1,655"
San Diego,Horton Grand Hotel,1,0,7,,8.3,"$2,122"
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",1,0,7,1 full bed,8.2,"$1,783"
San Diego,Kings Inn,1,0,7,2 queen beds,8.2,"$1,200"
San Diego,DoubleTree by Hilton San Diego-Mission Valley,1,0,7,2 queen beds,7.5,"$1,659"
San Diego,Super 8 by Wyndham San Diego Hotel Circle,1,0,7,1 queen bed,6.1,$980
San Diego,Extended Stay America Suites - San Diego - Hotel Circle,1,0,7,Private studio • 1 bathroom • 28m²,6.9,"$1,295"
San Diego,Courtyard by Marriott San Diego Mission Valley/Hotel Circle,1,0,7,2 queen beds,7.7,"$1,494"
San Diego,"Holiday Inn Express - Downtown San Diego, an IHG Hotel",1,0,7,1 queen bed,7.9,"$1,677"
San Diego,"Holiday Inn Express Hotel & Suites San Diego Airport - Old Town, an IHG Hotel",2,0,1,1 full bed,8.4,$167
San Diego,Omni San Diego Hotel,2,0,1,2 full beds,8.7,$369
San Diego,Best Western Yacht Harbor Hotel,2,0,1,1 king bed,8.0,$197
San Diego,Horton Grand Hotel,2,0,1,1 queen bed,8.3,$219
San Diego,Hilton Garden Inn San Diego Old Town/Sea World Area,2,0,1,1 king bed,8.0,$185
San Diego,Hard Rock Hotel San Diego,2,0,1,1 king bed,8.3,$319
San Diego,Hilton San Diego Mission Valley,2,0,1,2 queen beds,7.4,$176
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",2,0,1,2 queen beds,8.2,$229
San Diego,Hampton Inn San Diego Downtown,2,0,1,"2 beds (1 king, 1 sofa bed)",8.1,$204
San Diego,The Dana on Mission Bay,2,0,1,1 king bed,8.0,$195
San Diego,Homewood Suites by Hilton San Diego Hotel Circle/SeaWorld Area,2,0,1,Private suite,8.1,$239
San Diego,Blue Sea Beach Hotel,2,0,1,1 king bed,8.5,$322
San Diego,Manchester Grand Hyatt San Diego,2,0,1,2 full beds,8.7,$324
San Diego,Comfort Inn Gaslamp Convention Center,2,0,1,1 full bed,7.4,$215
San Diego,La Jolla Cove Suites,2,0,1,1 king bed,6.8,$319
San Diego,DoubleTree by Hilton San Diego-Mission Valley,2,0,1,1 king bed,7.5,$215
San Diego,Ramada Suites by Wyndham San Diego,2,0,1,Private suite,6.0,$112
San Diego,Hilton San Diego Airport/Harbor Island,2,0,1,2 queen beds,8.4,$257
San Diego,Best Western PLUS Island Palms Hotel & Marina,2,0,1,1 king bed,8.5,$209
San Diego,Hampton Inn San Diego/Del Mar,2,0,1,1 king bed,8.5,$183
San Diego,Wyndham San Diego Bayside,2,0,1,1 king bed,7.7,$237
San Diego,Hilton San Diego Bayfront,2,0,1,2 queen beds,8.1,$367
San Diego,Embassy Suites by Hilton San Diego - La Jolla,2,0,1,Private suite,8.6,$216
San Diego,"The Lafayette Hotel, Swim Club & Bungalows",2,0,1,2 full beds,7.7,$209
San Diego,Hampton Inn & Suites San Diego Airport Liberty Station,2,0,1,1 king bed,8.9,$211
San Diego,Ramada by Wyndham near SeaWorld / Mission Beach,2,0,1,1 king bed,7.4,$140
San Diego,Comfort Inn Gaslamp Convention Center,2,0,2,1 full bed,7.4,$376
San Diego,Omni San Diego Hotel,2,0,2,2 full beds,8.7,$743
San Diego,Best Western Yacht Harbor Hotel,2,0,2,1 king bed,8.0,$394
San Diego,Hampton Inn San Diego Downtown,2,0,2,1 king bed,8.1,$440
San Diego,Hard Rock Hotel San Diego,2,0,2,1 king bed,8.3,$638
San Diego,Fairfield Inn & Suites San Diego Old Town,2,0,2,1 king bed,7.9,$348
San Diego,Ramada Suites by Wyndham San Diego,2,0,2,Private suite,6.0,$223
San Diego,Horton Grand Hotel,2,0,2,,8.3,$583
San Diego,Wyndham San Diego Bayside,2,0,2,2 full beds,7.7,$445
San Diego,Hampton Inn San Diego/Del Mar,2,0,2,2 full beds,8.5,$372
San Diego,"Holiday Inn Express Hotel & Suites San Diego Airport - Old Town, an IHG Hotel",2,0,2,1 full bed,8.4,$334
San Diego,Hilton Garden Inn San Diego Old Town/Sea World Area,2,0,2,1 king bed,8.0,$388
San Diego,Kings Inn,2,0,2,1 king bed,8.2,$274
San Diego,Hilton San Diego Mission Valley,2,0,2,"2 beds (1 king, 1 sofa bed)",7.4,$370
San Diego,The Dana on Mission Bay,2,0,2,2 queen beds,8.0,$391
San Diego,Best Western PLUS Island Palms Hotel & Marina,2,0,2,1 king bed,8.5,$418
San Diego,Hilton San Diego Bayfront,2,0,2,2 queen beds,8.1,$769
San Diego,Hampton Inn by Hilton San Diego - Kearny Mesa,2,0,2,2 full beds,8.8,$405
San Diego,Hampton Inn San Diego Mission Valley,2,0,2,1 king bed,7.9,$352
San Diego,DoubleTree by Hilton San Diego-Mission Valley,2,0,2,1 king bed,7.5,$421
San Diego,"Motel 6-San Diego, CA - Downtown",2,0,2,1 queen bed,7.0,$230
San Diego,Howard Johnson by Wyndham San Diego Sea World,2,0,2,1 king bed,6.8,$300
San Diego,Best Western Plus Hacienda Hotel Old Town,2,0,2,Private suite,8.2,$378
San Diego,"Staypineapple, Hotel Z, Gaslamp San Diego",2,0,2,1 queen bed,9.1,$481
San Diego,Homewood Suites by Hilton San Diego Hotel Circle/SeaWorld Area,2,0,2,Private suite,8.1,$481
San Diego,Hyatt Regency La Jolla at Aventine,2,0,2,2 queen beds,8.3,$624
San Diego,Courtyard by Marriott San Diego Mission Valley/Hotel Circle,2,0,2,2 queen beds,7.7,$372
San Diego,Hard Rock Hotel San Diego,2,0,5,1 king bed,8.3,"$1,415"
San Diego,Omni San Diego Hotel,2,0,5,2 full beds,8.7,"$1,655"
San Diego,Manchester Grand Hyatt San Diego,2,0,5,2 full beds,8.7,"$1,520"
San Diego,Days Inn by Wyndham San Diego Hotel Circle,2,0,5,2 queen beds,7.7,$612
San Diego,Best Western Yacht Harbor Hotel,2,0,5,1 king bed,8.0,$986
San Diego,Comfort Inn Gaslamp Convention Center,2,0,5,1 full bed,7.4,$939
San Diego,Hampton Inn San Diego Downtown,2,0,5,2 queen beds,8.1,"$1,176"
San Diego,Horton Grand Hotel,2,0,5,,8.3,"$1,403"
San Diego,Wyndham San Diego Bayside,2,0,5,1 king bed,7.7,"$1,118"
San Diego,Ramada Suites by Wyndham San Diego,2,0,5,Private suite,6.0,$567
San Diego,Hilton San Diego Bayfront,2,0,5,2 queen beds,8.1,"$1,803"
San Diego,Kings Inn,2,0,5,2 queen beds,8.2,$675
San Diego,Hampton Inn San Diego/Del Mar,2,0,5,2 full beds,8.5,$946
San Diego,"Staypineapple, Hotel Z, Gaslamp San Diego",2,0,5,1 king bed,9.1,"$1,080"
San Diego,The Dana on Mission Bay,2,0,5,1 king bed,8.0,$977
San Diego,Hilton Garden Inn San Diego Old Town/Sea World Area,2,0,5,1 king bed,8.0,$997
San Diego,"The Monsaraz San Diego, Tapestry Collection By Hilton",2,0,5,2 queen beds,8.4,$904
San Diego,Best Western PLUS Island Palms Hotel & Marina,2,0,5,1 king bed,8.5,"$1,065"
San Diego,Hilton San Diego Mission Valley,2,0,5,"2 beds (1 king, 1 sofa bed)",7.4,$970
San Diego,"Holiday Inn Express - Downtown San Diego, an IHG Hotel",2,0,5,2 queen beds,7.9,"$1,077"
San Diego,Best Western Plus Hacienda Hotel Old Town,2,0,5,Private suite,8.2,"$1,015"
San Diego,Hampton Inn San Diego Mission Valley,2,0,5,2 queen beds,7.9,$925
San Diego,"Hotel Indigo San Diego - Gaslamp Quarter, an IHG Hotel",2,0,5,2 queen beds,8.3,"$1,486"
San Diego,"Motel 6-San Diego, CA - Downtown",2,0,5,1 queen bed,7.0,$585
San Diego,Howard Johnson by Wyndham San Diego Sea World,2,0,5,1 king bed,6.8,$750
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",2,0,5,"3 beds (1 sofa bed, 2 queens)",8.2,"$1,145"
San Diego,Sonder The Leo,2,0,7,,8.5,"$1,456"
San Diego,Omni San Diego Hotel,2,0,7,2 full beds,8.7,"$2,598"
San Diego,Hard Rock Hotel San Diego,2,0,7,1 king bed,8.3,"$2,043"
San Diego,"Holiday Inn Express San Diego - Sea World Area, an IHG Hotel",2,0,7,1 full bed,8.2,"$1,783"
San Diego,Manchester Grand Hyatt San Diego,2,0,7,2 full beds,8.7,"$2,128"
San Diego,Blue Sea Beach Hotel,2,0,7,1 queen bed,8.5,"$2,517"
San Diego,Hilton San Diego Mission Valley,2,0,7,1 king bed,7.4,"$1,410"
San Diego,Wyndham San Diego Bayside,2,0,7,2 full beds,7.7,"$1,520"
San Diego,Hilton San Diego Bayfront,2,0,7,2 queen beds,8.1,"$2,482"
San Diego,Hilton Garden Inn San Diego Old Town/Sea World Area,2,0,7,2 queen beds,8.0,"$1,708"
San Diego,Best Western PLUS Island Palms Hotel & Marina,2,0,7,1 king bed,8.5,"$1,673"
San Diego,Homewood Suites by Hilton San Diego Hotel Circle/SeaWorld Area,2,0,7,Private suite,8.1,"$2,210"
San Diego,Hilton San Diego Airport/Harbor Island,2,0,7,2 queen beds,8.4,"$1,999"
San Diego,Horton Grand Hotel,2,0,7,,8.3,"$2,122"
San Diego,Hampton Inn San Diego Downtown,2,0,7,"2 beds (1 king, 1 sofa bed)",8.1,"$1,752"
San Diego,The Dana on Mission Bay,2,0,7,1 king bed,8.0,"$2,103"
